Gaia_RA,Gaia_Dec,LAST_RA,LAST_Dec,LAST_X,LAST_Y,LAST_idx
337.729,75.86104,336.662936331215,75.9502411319733,131.876174926758,16.3643665313721,0
337.603,75.86621,336.714687718886,75.9654301798409,173.322509765625,54.3279571533203,0
337.4232,75.87115,336.699678781083,75.9693168985828,164.52082824707,66.7532043457031,0
337.8528,75.87444,337.28275849075,75.9735036359006,566.650329589844,24.7447605133057,0
337.6945,75.88244,336.488245663744,75.9749314054064,21.6379814147949,103.150619506836,0
337.147,75.88864,337.517439507578,75.9770889773866,729.273010253906,14.3752956390381,0
337.1613,75.8934,337.426999260171,75.9791926104911,667.831298828125,28.1624183654785,0
337.2719,75.89448,337.00932151067,75.9810807593828,381.578002929688,70.9268798828125,0
338.0193,75.89571,336.828806628893,75.9862558057352,259.646514892578,102.378143310547,0
337.9968,75.89816,336.722655086426,75.9883596124205,187.651473999023,118.392631530762,0
337.8924,75.89904,337.139211418107,75.9896724996579,473.922302246094,83.383903503418,0
338.1698,75.90046,336.677936253621,75.9901613876509,157.690170288086,127.766593933105,0
337.175,75.9017,337.257377687389,75.9904321167455,555.318298339844,74.9271697998047,0
337.5915,75.90232,336.506196894265,75.9911706838524,40.3887023925781,147.275680541992,0
337.1523,75.90885,336.871166298209,75.9917698466516,290.798126220703,113.994850158691,0
338.09,75.91226,337.673207938318,75.9920905801251,841.534362792969,43.6271133422852,0
337.2037,75.91487,338.098090051833,75.9940737540707,1134.30737304688,14.6066875457764,0
336.763,75.91619,336.702301795612,75.9960527944389,176.67546081543,142.088714599609,0
337.8378,75.9173,336.667167869921,75.9969688435826,152.956161499023,148.045867919922,0
337.6977,75.92003,338.391913951448,75.9979227392339,1337.65710449219,2.83657884597778,0
337.3726,75.92125,336.604557738431,75.9979425921175,110.442596435547,156.835174560547,0
338.0261,75.92472,337.981437072178,76.0003172691256,1056.125,41.6061668395996,0
336.6342,75.93135,337.060896560018,76.0016937642933,424.626251220703,124.52368927002,0
336.9729,75.93179,337.760532313833,76.0071370915837,906.630981445312,78.9767608642578,0
337.3112,75.93363,337.715284319814,76.0102233561476,876.611450195312,91.4890823364258,0
337.5017,75.93873,338.520538660414,76.012462653508,1430.5634765625,34.5029373168945,0
337.9668,75.939,338.115800109996,76.0129212781615,1152.53649902344,66.6686630249023,0
338.1964,75.94574,337.332276087727,76.013018862579,614.826599121094,132.2490234375,0
337.8246,75.94898,337.631053104474,76.0140107004013,820.099975585938,109.294166564941,0
337.1608,75.95168,338.39536978538,76.0152614753244,1345.37023925781,51.7823791503906,0
338.1842,75.95816,337.542220190217,76.0167121243238,760.096984863281,124.496757507324,0
338.0409,75.96436,337.880411115682,76.0200471305787,993.243957519531,105.721496582031,0
337.3979,75.96508,338.584903113769,76.0213350794789,1477.47448730469,54.9644088745117,0
336.6996,75.96928,338.322458805443,76.0214371234035,1297.185546875,74.8307418823242,0
338.745,75.97276,336.635546351565,76.0220222728873,141.074127197266,221.916702270508,0
337.2828,75.97349,338.629843526826,76.0261601708961,1509.7939453125,65.3949356079102,0
336.4883,75.97493,337.948665847052,76.0329112263677,1044.31665039062,136.670181274414,0
337.5174,75.97707,338.859890087899,76.0350032562872,1670.42822265625,74.1599349975586,0
337.0093,75.98106,337.176018505969,76.0359554904392,516.086303710938,211.08088684082,0
338.1517,75.98125,338.657698655445,76.0392202155311,1532.79162597656,100.467094421387,0
338.5299,75.98145,338.380623848183,76.0429249797269,1343.76794433594,131.408584594727,0
338.6649,75.98393,336.944260993084,76.0431222954145,360.241546630859,252.47428894043,0
336.3636,75.98471,338.907829274317,76.0464451754197,1706.60986328125,103.339660644531,0
336.829,75.98625,338.454884747911,76.049989566815,1396.86596679688,145.900787353516,0
336.7227,75.98834,338.721291282992,76.0521351656564,1580.22937011719,132.588592529297,0
338.5082,75.98869,338.116528120015,76.0522915515375,1165.66979980469,178.297073364258,0
337.1392,75.98966,337.172668831584,76.05247290223,519.829040527344,258.146026611328,0
336.678,75.99015,337.641213895282,76.0533920977524,840.590270996094,220.045532226562,0
337.2572,75.99045,336.743379873927,76.0533989661713,226.93359375,300.347442626953,0
336.8712,75.99175,338.698147515491,76.0552038474876,1565.25317382812,142.95622253418,0
337.6732,75.99207,337.807744504995,76.0553468217532,955.222229003906,211.749176025391,0
338.0981,75.99407,338.794065455358,76.0626141639924,1633.18566894531,157.202529907227,0
336.6673,75.99699,338.76120138416,76.0657254368112,1611.5576171875,168.358154296875,0
338.3921,75.99785,337.537963615267,76.0672415915681,774.77001953125,268.037384033203,0
338.771,75.99804,338.140256710818,76.0733358514493,1188.65698242188,236.148910522461,0
337.9813,76.00031,338.407749297231,76.0762082651085,1372.59936523438,223.851745605469,0
337.061,76.00169,336.859932915592,76.0787346067033,316.14501953125,361.070129394531,0
338.7901,76.00221,338.500421080241,76.0804992526431,1437.33203125,229.150085449219,0
338.7854,76.00434,338.228423786656,76.0810923511329,1251.43090820312,251.327072143555,0
337.7605,76.00713,336.971902166915,76.0828330575285,394.022277832031,362.310455322266,0
337.7152,76.01022,337.964517382557,76.083845843103,1071.89831542969,279.860137939453,0
337.3323,76.01301,338.72395831199,76.0852730939652,1591.74389648438,226.526123046875,0
338.3953,76.01526,336.801010032372,76.0881998794847,279.605865478516,393.360687255859,0
337.8805,76.02005,337.934886127941,76.0888479017696,1053.29821777344,296.426239013672,0
338.5849,76.02137,337.232333451633,76.0921657308594,575.007385253906,365.227203369141,0
336.6355,76.02202,337.54302861734,76.0925831984081,787.050964355469,339.425445556641,0
338.6299,76.02616,337.6278806329,76.0932284497956,845.17041015625,334.083679199219,0
338.8599,76.03501,337.593896600437,76.0932861965808,822.00146484375,337.109008789062,0
338.3808,76.04293,336.923360043651,76.0955211658531,365.719329833984,402.691192626953,0
336.944,76.04308,337.337114731878,76.0980898775173,648.570251464844,372.781799316406,0
338.9079,76.04646,337.442245185166,76.0984351302687,720.363525390625,364.635620117188,0
336.1514,76.04762,337.30670014558,76.0997762589642,628.44482421875,380.223114013672,0
338.4549,76.04997,337.130526898655,76.1030673011622,509.617370605469,405.187103271484,0
338.1164,76.05231,336.79299126643,76.1048467305001,280.526641845703,441.212646484375,0
337.6412,76.0534,336.52464713177,76.1052469742629,98.1880187988281,467.938018798828,0
338.6981,76.05521,337.428574985382,76.1064352625638,713.870971679688,388.484069824219,0
337.8076,76.05534,338.667321803445,76.1068651679191,1559.34948730469,291.902770996094,0
337.5381,76.06725,337.495942847862,76.1097853562615,760.953735351562,392.192993164062,0
338.9916,76.06913,337.249628789868,76.1138354125532,594.64111328125,425.074127197266,0
338.1403,76.07335,338.059044776801,76.1142472456143,1146.34399414062,358.603790283203,0
338.4078,76.0762,337.32244492781,76.1144320117909,644.429260253906,420.362670898438,0
336.8599,76.07872,336.409832023804,76.1184892810176,25.4654140472412,516.580261230469,0
338.5003,76.08051,337.097941884054,76.119793756582,493.600036621094,455.482727050781,0
338.2284,76.08108,337.824969482157,76.1203965074384,988.78662109375,394.808746337891,0
336.8011,76.0882,338.641167504275,76.1228444398491,1546.21044921875,339.171630859375,0
337.9347,76.08885,337.882478087213,76.1232700936776,1028.93115234375,398.292022705078,0
339.0655,76.09024,337.172334528239,76.1307939074283,548.228637695312,479.968139648438,0
338.9958,76.09183,338.737069444379,76.1328125429209,1614.58386230469,360.658203125,0
337.2324,76.09218,337.589262901774,76.134482379828,833.090270996094,454.282043457031,0
337.6277,76.09319,336.998645668592,76.1361955370505,432.199340820312,510.922485351562,0
337.3372,76.09808,336.596259213447,76.1362249187132,159.042831420898,548.637512207031,0
337.4424,76.09843,336.47235519876,76.1376385141619,75.5537414550781,564.605529785156,0
337.3067,76.09975,336.772013913518,76.1394165912786,279.547180175781,540.997802734375,0
337.1306,76.10307,338.878102792953,76.1428907827094,1713.68762207031,379.453460693359,0
336.7929,76.10485,337.702040636352,76.1445355237498,913.25537109375,473.368713378906,0
336.5247,76.10525,336.781841172704,76.1468609516235,289.076171875,561.142700195312,0
337.4285,76.10642,338.0656222921,76.1483130142641,1161.84899902344,454.757568359375,0
337.496,76.10979,337.812859671666,76.15427492259,991.89794921875,491.889709472656,0
338.0592,76.11423,337.599153726634,76.1550741122447,846.934631347656,511.831604003906,0
339.1212,76.11782,337.353763474868,76.1562030798498,680.669372558594,535.9892578125,0
337.8248,76.12037,337.626351818338,76.1580813047035,866.449096679688,518.079223632812,0
338.9191,76.1225,338.765450892443,76.1582855584701,1641.34326171875,431.043060302734,0
337.8825,76.12329,338.620725064212,76.1604822689308,1543.44348144531,447.567779541016,0
337.1717,76.13068,338.508358027444,76.1619356328113,1467.39819335938,459.849578857422,0
339.1405,76.13188,336.935042036097,76.1619748156959,398.716827392578,589.723693847656,0
338.7372,76.13279,337.138772250269,76.1620382973549,536.888793945312,571.459716796875,0
337.5892,76.13448,337.016514056437,76.1655918891279,455.303161621094,592.531860351562,0
336.5963,76.13624,337.734961704553,76.1667319803252,943.172607421875,533.601440429688,0
336.4724,76.13765,338.148301501695,76.1684063582873,1224.5380859375,505.343475341797,0
339.0309,76.1378,338.437274281856,76.1687496979292,1421.11254882812,484.437316894531,0
338.0656,76.14831,337.624701223659,76.1715501246257,869.966003417969,556.409484863281,0
336.0588,76.15317,336.826418412391,76.171722009,328.814910888672,627.345031738281,0
337.5992,76.15509,338.197153185627,76.1719026989457,1258.85217285156,511.501403808594,0
337.3539,76.15617,336.77965694125,76.1729241925626,297.609802246094,635.105895996094,0
337.6263,76.15808,337.066743222742,76.1730245193519,492.11083984375,609.038330078125,0
338.6207,76.16048,336.635654986732,76.1744989520856,200.740814208984,653.142944335938,0
338.5083,76.16192,336.595803445963,76.1760035026071,174.363754272461,661.200256347656,0
336.9349,76.16197,337.131146833435,76.179494406689,538.135437011719,621.585998535156,0
337.7349,76.16673,337.022937044055,76.1799231733473,465.000335693359,632.532775878906,0
336.2179,76.1683,337.861586729103,76.1801630218383,1033.64953613281,561.380554199219,0
338.1483,76.1684,338.010481589788,76.1831838822946,1135.70080566406,558.064392089844,0
338.4373,76.16875,338.14496129385,76.1833481109333,1227.04577636719,548.018371582031,0
337.6248,76.17156,336.638459002422,76.1839492568554,206.333572387695,679.613037109375,0
336.8264,76.17171,337.005100532137,76.1859737566603,455.182434082031,651.284240722656,0
338.1976,76.17191,336.471459948653,76.1863431783448,94.3708572387695,702.41943359375,0
339.0924,76.17285,337.68194302131,76.1875134758944,914.271606445312,596.91943359375,0
336.635,76.17447,338.1963682511,76.1883359151179,1263.53369140625,558.217346191406,0
336.5958,76.17599,336.729088081287,76.1898774391433,269.928161621094,687.823303222656,0
336.4276,76.17713,338.275175849467,76.1920442330354,1318.19592285156,562.735961914062,0
337.1311,76.1795,338.088133342557,76.196467686595,1192.69555664062,589.676025390625,0
337.0229,76.17992,338.198554801998,76.1967131534151,1267.67565917969,581.834716796875,0
337.8615,76.18016,337.280681142277,76.1979862409737,646.125549316406,660.763061523438,0
338.0108,76.18317,337.6619496658,76.1982221877181,904.3857421875,628.948608398438,0
338.1447,76.1834,338.500189498453,76.1996969535891,1473.27917480469,567.718078613281,0
336.6385,76.18395,337.840446061173,76.2057585474577,1027.85717773438,635.7099609375,0
337.0051,76.18597,337.12173520563,76.208076340046,542.284240722656,703.391479492188,0
338.1963,76.18834,336.48929476139,76.210308817643,115.966651916504,768.474365234375,0
336.7291,76.18988,337.852721493377,76.2125341489281,1038.43359375,653.944274902344,0
338.2751,76.19203,337.302759336743,76.2144126928737,666.977722167969,705.388793945312,0
336.0324,76.19205,336.694792485739,76.2158994015836,256.846038818359,764.690856933594,0
339.2374,76.19305,337.389198993616,76.219741966742,727.320617675781,713.013366699219,0
339.2538,76.19393,338.753522435384,76.2215452123636,1651.62463378906,611.672973632812,0
338.1985,76.19672,337.998272636265,76.2224367926777,1140.24047851562,670.438781738281,0
337.6619,76.19822,338.373065243857,76.2226576407407,1394.10473632812,642.32568359375,0
338.5001,76.19971,338.498139914361,76.2270118053973,1480.16674804688,645.472106933594,0
338.9749,76.20228,337.389750938542,76.2273968173656,730.416015625,734.665771484375,0
336.144,76.20422,337.15465439745,76.2286593113598,572.089538574219,758.776245117188,0
337.8402,76.20576,337.654859749286,76.2298215468416,910.422790527344,719.163635253906,0
336.092,76.20602,338.685737816744,76.2317701619189,1608.6748046875,645.508361816406,0
337.1219,76.20808,337.632109027731,76.2330018925257,896.13916015625,730.072326660156,0
335.8858,76.20966,338.027771937328,76.2345817723354,1164.16052246094,702.592956542969,0
336.4893,76.21032,338.230495244771,76.2353135620005,1301.5341796875,689.005126953125,0
339.2927,76.21197,337.38261725536,76.2361685666139,728.718994140625,760.145751953125,0
337.8528,76.21258,338.167151626802,76.2390509256228,1259.86901855469,704.460815429688,0
337.3028,76.21441,338.02808819565,76.2410668222291,1166.48474121094,720.977905273438,0
336.6946,76.2159,338.056420180519,76.2419188299882,1185.91491699219,721.179565429688,0
338.7447,76.22105,337.304910213648,76.2429517771193,678.6962890625,786.089782714844,0
338.7538,76.22151,336.613487649152,76.2430412573677,212.628219604492,849.184997558594,0
338.373,76.22261,337.741915713328,76.2442197416561,974.156372070312,752.844421386719,0
339.2482,76.22428,337.915284354792,76.2455681590035,1091.72436523438,742.674438476562,0
338.0673,76.22639,338.680165852816,76.2465022610691,1609.23815917969,687.776062011719,0
337.3897,76.2274,336.714569470673,76.2468391509026,282.1865234375,850.400085449219,0
337.1546,76.22864,337.826209643764,76.2495475438726,1032.88122558594,761.113830566406,0
335.9945,76.22919,338.778433087978,76.2500221988089,1676.76831054688,690.88525390625,0
337.6549,76.22983,338.842319006361,76.2542866459169,1721.22766113281,698.587524414062,0
339.3153,76.23022,337.007333670051,76.2547078602693,482.381195068359,845.75244140625,0
337.6321,76.233,337.721340906397,76.2549061602116,963.893188476562,784.847534179688,0
338.0277,76.23458,338.522473888097,76.2558707904679,1505.36572265625,725.702880859375,0
338.2305,76.2353,336.389386913384,76.2580598884131,67.8029632568359,913.222473144531,0
338.9041,76.23534,336.631256975524,76.2652816141564,233.305725097656,910.439392089844,0
337.1902,76.23564,337.456605061039,76.2668003812824,789.479125976562,840.671875,0
337.3827,76.23619,338.334387831711,76.2688206666571,1382.25598144531,776.34521484375,0
336.235,76.23866,336.634947060957,76.2692730274547,237.349822998047,921.38671875,0
338.1671,76.23905,336.670455983802,76.270167449283,261.571533203125,920.570861816406,0
335.9462,76.24036,337.330024079423,76.2708395170026,705.641418457031,862.966979980469,0
338.0565,76.24191,336.608621745284,76.2712831748891,220.442077636719,929.566467285156,0
337.3047,76.24295,337.613108055475,76.2735693722732,897.299865722656,846.723083496094,0
337.7419,76.24422,338.828783205654,76.2743494099172,1717.83581542969,756.564880371094,0
336.2544,76.2447,338.71339373303,76.2766967031153,1640.57043457031,771.26513671875,0
337.9153,76.2456,337.184837367134,76.2802957826292,611.337646484375,902.430480957031,0
339.2999,76.24679,337.838722148549,76.2820690801079,1052.2080078125,852.400390625,0
339.0095,76.24706,336.804208117729,76.2838406061091,356.754180908203,946.808715820312,0
339.1261,76.24775,338.246173693426,76.2847611495075,1327.72375488281,828.257202148438,0
339.0096,76.24802,337.087144280283,76.2873725330854,548.2412109375,931.135437011719,0
