Gaia_RA,Gaia_Dec,LAST_RA,LAST_Dec,LAST_X,LAST_Y,LAST_idx
338.7785,76.25004,338.019307592125,76.288387939034,1175.9697265625,856.013000488281,0
339.2544,76.25075,336.347858852909,76.289274476885,52.5293884277344,1005.55444335938,0
337.0073,76.25471,338.71580238932,76.2901241503231,1646.12890625,809.26953125,0
337.7214,76.25492,336.38818892196,76.290801584527,80.1992950439453,1005.94476318359,0
338.5226,76.25585,337.488007503665,76.2911544804781,819.192504882812,907.078186035156,0
336.3894,76.25806,336.66008073701,76.2939175461878,263.867645263672,988.770446777344,0
338.894,76.26159,338.827222109587,76.2975960432332,1723.46484375,822.774719238281,0
339.0549,76.26376,336.955529401755,76.2982530690503,463.873748779297,973.783081054688,0
336.6313,76.26528,336.267325859715,76.2989155187845,2.45942306518555,1040.71813964844,0
335.9284,76.26648,338.07094535226,76.3001676878918,1214.57458496094,885.437622070312,0
337.4567,76.26679,337.885742667746,76.303020351478,1090.85314941406,908.10400390625,0
336.1768,76.2682,336.947589247124,76.3038237938614,460.64111328125,990.282287597656,0
338.3344,76.26882,337.958893698319,76.3071758181549,1141.44482421875,914.100952148438,0
336.6349,76.26926,337.52351182111,76.3087805274291,849.240051269531,954.0830078125,0
337.3301,76.27085,338.255749326646,76.3090765851884,1341.83276367188,896.605773925781,0
336.6087,76.2713,338.795615866126,76.3092143561419,1705.50402832031,857.992126464844,0
338.7134,76.2767,336.73630705902,76.3115557604138,321.856079101562,1031.5751953125,0
337.1847,76.2803,338.730492420319,76.3116674099765,1662.33435058594,869.4921875,0
337.8389,76.28207,336.837680921336,76.3129289676966,390.357940673828,1026.09594726562,0
336.8043,76.28385,337.079591767726,76.3132414309492,552.749816894531,1005.10894775391,0
338.2463,76.28476,336.452961278811,76.3139314771954,132.909515380859,1065.11169433594,0
337.0872,76.28738,336.583787123643,76.3140232537638,220.591094970703,1052.87731933594,0
338.0193,76.28835,338.639943982186,76.3163394390056,1602.71984863281,889.147094726562,0
336.3482,76.28925,337.755985071986,76.3175299171891,1008.46813964844,959.723754882812,0
335.8726,76.29028,337.432407995374,76.3181272922577,791.332885742188,988.281372070312,0
336.3881,76.29082,337.962116814575,76.3201045440272,1147.86279296875,950.553894042969,0
337.4879,76.29119,337.896705990418,76.3212923345767,1104.29260253906,959.100952148438,0
336.66,76.29391,336.760537764662,76.3224165851364,342.291900634766,1060.07739257812,0
336.9554,76.29828,337.819974595884,76.32309475996,1053.33715820312,970.350463867188,0
336.2671,76.29893,337.78456348441,76.3277871330743,1031.13073730469,986.521789550781,0
338.0711,76.30016,338.638918614523,76.3282396324694,1605.55786132812,923.051330566406,0
337.8857,76.30302,338.295075223454,76.3306303875391,1375.04992675781,954.886779785156,0
336.9475,76.30381,336.650684331779,76.3311223124824,272.105682373047,1094.96813964844,0
339.3063,76.30781,337.07295953249,76.3314977752064,555.071472167969,1057.43237304688,0
338.2558,76.30909,337.358248212989,76.3316376828173,746.375427246094,1032.91882324219,0
336.4513,76.30968,336.67896036654,76.3323492507657,291.511840820312,1095.79260253906,0
336.7365,76.31156,337.119909591943,76.3323715458081,586.858520507812,1055.74450683594,0
338.7306,76.31166,336.590291771095,76.3330612501967,232.447448730469,1106.14489746094,0
339.2575,76.31234,337.704107657997,76.333133410713,978.930725097656,1008.22790527344,0
336.8377,76.31293,337.820991835418,76.3343436586426,1057.79370117188,1002.19866943359,0
336.4533,76.31392,338.100308440865,76.3346230453022,1245.44421386719,981.017944335938,0
336.5838,76.31403,338.523553736283,76.3375028641768,1530.74609375,957.630859375,0
338.64,76.31634,338.192835703846,76.3378634232756,1308.63146972656,983.143188476562,0
337.9622,76.32011,336.285259991139,76.3397603951118,31.1543273925781,1154.46313476562,0
337.8966,76.32132,338.783327823998,76.3398395452015,1706.0927734375,945.930541992188,0
339.2954,76.3216,338.134388020067,76.3404795339188,1270.21374511719,995.033508300781,0
337.82,76.32309,338.724745376197,76.341818088858,1667.27917480469,955.624694824219,0
337.7846,76.3278,337.644431024562,76.3485207359842,944.173034667969,1056.78332519531,0
338.295,76.33061,337.263972501398,76.350037411873,689.818298339844,1093.2119140625,0
337.0728,76.33146,338.562687451875,76.3508406618057,1561.05651855469,992.733215332031,0
337.3582,76.33164,338.701157152621,76.3510847336277,1654.14184570312,983.623229980469,0
337.1198,76.33237,336.76610192338,76.353653244202,358.063171386719,1148.01525878906,0
336.0602,76.33275,337.767063838624,76.3542323412514,1028.318359375,1062.99572753906,0
336.5903,76.33307,337.91005170765,76.3563527168099,1124.87365722656,1057.58154296875,0
337.7042,76.33313,337.448428118249,76.3605265888271,817.062561035156,1107.18005371094,0
337.8209,76.33435,338.542914088477,76.3605852271313,1550.71069335938,1021.85278320312,0
338.7799,76.33617,337.217280423942,76.3628751712674,663.230895996094,1133.66418457031,0
338.5237,76.3375,337.106320779597,76.3678476339267,590.858032226562,1157.49206542969,0
338.1928,76.33787,338.274218954953,76.3680998161005,1372.79248046875,1062.91040039062,0
339.254,76.33839,338.749928157615,76.3704144623165,1692.53833007812,1035.19396972656,0
336.2852,76.33976,338.014139794677,76.370766751158,1199.36328125,1090.3427734375,0
338.7834,76.3398,338.43643113574,76.3742277338038,1483.43200683594,1068.33825683594,0
338.1342,76.34048,336.302140237996,76.375319096587,56.9299964904785,1253.38757324219,0
337.6445,76.34856,336.58048670526,76.3804579502219,244.580810546875,1241.23059082031,0
337.7668,76.35423,337.55258016532,76.3814604993397,894.083312988281,1157.8427734375,0
337.91,76.35635,337.799996066683,76.383274385546,1060.16467285156,1142.78369140625,0
337.4485,76.36053,337.200652305271,76.3872786621007,661.016662597656,1204.29797363281,0
338.5429,76.36059,338.249458373756,76.3876365456042,1362.35046386719,1120.27868652344,0
337.2173,76.36288,338.151687502033,76.3892196427959,1297.41528320312,1132.16711425781,0
336.1694,76.36415,338.637814370551,76.3916182819654,1623.61267089844,1103.33276367188,0
337.1064,76.36781,336.931856294715,76.3924346461155,483.550933837891,1242.73962402344,0
338.2731,76.36822,338.546724826307,76.3952485678479,1563.70031738281,1120.12622070312,0
338.7501,76.37041,338.004069273922,76.3966035006393,1201.06164550781,1164.50500488281,0
338.0142,76.37078,338.00995289478,76.4027307274277,1206.99645996094,1181.45007324219,0
336.3022,76.37533,337.421975993409,76.4027690145186,814.331848144531,1229.23828125,0
338.9685,76.37677,336.589117720451,76.4035212011065,259.427368164062,1305.70678710938,0
336.5804,76.38046,336.747724879377,76.4042771935681,365.347686767578,1293.07788085938,0
337.5526,76.38147,336.905667826438,76.4047503674245,470.753509521484,1279.998046875,0
337.8,76.38328,336.713923154544,76.4088884042799,344.624359130859,1309.259765625,0
337.2008,76.3873,338.340724663461,76.4091386771637,1430.13415527344,1174.58923339844,0
338.2495,76.38762,337.879397332475,76.4092024647352,1121.91076660156,1210.06982421875,0
338.9721,76.3913,336.228446566759,76.4107037137977,22.3635692596436,1360.681640625,0
338.6377,76.39162,338.082319514051,76.4128438059739,1258.63256835938,1204.58508300781,0
336.9319,76.39244,338.718075354493,76.4132059554511,1683.6962890625,1159.10583496094,0
338.5467,76.39526,337.33260577152,76.4145976582673,758.941589355469,1270.38134765625,0
338.0041,76.39661,337.774632516762,76.4163207347716,1054.36169433594,1238.6357421875,0
339.1974,76.39822,338.583623749549,76.4180822310268,1595.23706054688,1182.4189453125,0
338.0099,76.40269,337.902245652264,76.4197744897515,1140.67651367188,1238.28540039062,0
336.5892,76.40353,338.75702380819,76.4206153290223,1711.90478515625,1177.48291015625,0
336.7477,76.40427,336.737742036859,76.421385366987,365.322082519531,1342.45153808594,0
336.9057,76.40477,338.707636417743,76.4233033440085,1679.67578125,1188.55017089844,0
336.7139,76.4089,338.121886788652,76.4236684117141,1288.54040527344,1232.30749511719,0
337.8794,76.40921,337.030113067892,76.4255618781371,561.460266113281,1327.82177734375,0
339.0748,76.41193,336.373861909841,76.4258980747379,125.200057983398,1389.52844238281,0
335.9884,76.41295,337.100786615142,76.4264252473468,608.823547363281,1324.0205078125,0
337.7745,76.41631,337.847767842628,76.4275973340935,1106.93933105469,1264.810546875,0
337.9022,76.41978,336.348164495046,76.4319945166048,110.602325439453,1409.25695800781,0
338.7572,76.42062,338.130186954513,76.4335032465912,1297.23669433594,1259.61669921875,0
336.7375,76.42138,337.20561898175,76.4358255407012,682.048034667969,1341.51208496094,0
338.7077,76.4233,338.24143682737,76.4391669168319,1373.24169921875,1267.31140136719,0
338.1219,76.42368,336.811838486588,76.44546510158,423.859832763672,1403.86462402344,0
337.0302,76.42558,338.34649348113,76.44587193756,1445.39892578125,1278.57104492188,0
337.1007,76.42643,338.138964581613,76.4472951161744,1307.51196289062,1298.13525390625,0
337.8476,76.42761,337.196288380748,76.4477463790668,680.19580078125,1376.12353515625,0
336.3481,76.43199,337.81122351627,76.4478708237253,1089.38415527344,1325.28442382812,0
337.2055,76.43583,338.086969457744,76.4480287317872,1273.10168457031,1304.18505859375,0
338.8524,76.43896,336.381506579786,76.4532770874506,141.345672607422,1466.26745605469,0
338.7808,76.44149,336.632393222819,76.4585415513149,309.824401855469,1457.43896484375,0
339.1527,76.44461,338.335497380278,76.4588396407051,1442.10168457031,1316.24108886719,0
336.812,76.44548,336.79730484289,76.4596344104674,419.653900146484,1445.33056640625,0
338.3465,76.44587,337.33592338265,76.4632867489041,778.621948242188,1408.19970703125,0
337.1963,76.44776,337.136265791321,76.4640098742118,646.284973144531,1427.46264648438,0
338.0869,76.44802,338.657371469759,76.4670284411325,1659.01306152344,1316.41918945312,0
336.6324,76.45856,338.464960683896,76.4674620053391,1530.984375,1331.31726074219,0
338.3356,76.45883,337.52376070981,76.4683352338331,905.203796386719,1406.74865722656,0
336.7975,76.45965,337.454641843706,76.470371339531,860.004089355469,1418.28247070312,0
337.3359,76.4633,338.752649912116,76.4733644148852,1724.34069824219,1327.83374023438,0
337.1362,76.46403,338.288714842643,76.4735976654964,1415.564453125,1361.64599609375,0
338.4648,76.46746,337.387613959313,76.4803159912672,819.033020019531,1452.12915039062,0
338.8354,76.46762,337.110861472857,76.480442876624,635.4921875,1476.275390625,0
337.5238,76.46834,336.79826309771,76.4843341353909,429.786773681641,1515.21728515625,0
337.4547,76.47038,337.986386653621,76.4858426918351,1218.48950195312,1419.35827636719,0
338.7529,76.47337,338.140847681507,76.4873669762618,1321.60778808594,1411.85583496094,0
338.2886,76.47359,338.364458820112,76.4877088660403,1470.33764648438,1396.18115234375,0
338.8507,76.47776,337.328897913385,76.4882076940851,782.906860351562,1479.48889160156,0
337.3878,76.48032,337.184255665033,76.4905574595353,687.869262695312,1498.564453125,0
337.1109,76.48045,337.121659906817,76.490594042233,646.400024414062,1504.11267089844,0
338.141,76.48738,336.779390122462,76.4957538136063,421.688110351562,1549.28967285156,0
337.1841,76.49057,336.983979485343,76.4965406401831,557.416931152344,1533.10021972656,0
337.1216,76.49059,336.343402265735,76.497321424924,133.971099853516,1594.56701660156,0
338.9652,76.49308,338.28526280343,76.4992520882341,1421.31225585938,1434.82263183594,0
336.7794,76.49576,338.02393944527,76.5044788543034,1249.51452636719,1469.40173339844,0
336.984,76.49654,338.694607164005,76.5064016426335,1695.39697265625,1425.82385253906,0
336.3435,76.49732,338.378926431444,76.5067431366569,1485.83972167969,1449.23840332031,0
338.2853,76.49926,338.650813557082,76.509068078594,1667.09204101562,1436.4541015625,0
338.024,76.50449,336.671785485939,76.5104395944633,356.224090576172,1600.76318359375,0
338.6946,76.5064,337.926715709,76.5110063645692,1187.17431640625,1495.47961425781,0
338.379,76.50675,338.709552184937,76.511731351326,1706.8896484375,1439.95153808594,0
338.651,76.50909,336.794750868642,76.5117692042053,438.016296386719,1593.2646484375,0
336.6719,76.51043,338.591831755279,76.5122856535955,1628.880859375,1449.7412109375,0
337.9266,76.511,337.622979474872,76.5129767331505,986.544738769531,1525.29943847656,0
336.7947,76.51176,338.715515637676,76.5153565501829,1711.91259765625,1449.85290527344,0
337.623,76.51298,337.452385892041,76.5165816961146,874.835327148438,1549.5947265625,0
338.7156,76.51537,337.534978250042,76.5168985229358,929.626403808594,1543.64465332031,0
337.5349,76.51692,338.610712576587,76.5172980393605,1642.9111328125,1462.67028808594,0
338.6107,76.51729,338.687655828286,76.5176724361584,1694.09631347656,1458.36804199219,0
338.9232,76.51744,336.333066866462,76.5193754904745,136.112228393555,1657.97045898438,0
338.9601,76.51843,338.390228562839,76.5215685740506,1497.91857910156,1490.56665039062,0
336.3331,76.51937,338.214147771619,76.5216944886182,1381.20068359375,1503.90014648438,0
338.3901,76.52162,338.50345903996,76.5227302109708,1573.37719726562,1485.71276855469,0
338.2142,76.52169,337.482099964695,76.5236788743458,897.004638671875,1567.2626953125,0
338.5034,76.52273,338.644455673034,76.5238086253337,1667.23876953125,1478.82788085938,0
338.8575,76.52341,336.873797327914,76.5261668953081,495.762390136719,1626.91479492188,0
337.4821,76.52367,337.367667578813,76.526183090291,822.19189453125,1583.94177246094,0
338.6444,76.5238,338.511164651162,76.5276034484887,1579.96435546875,1499.02197265625,0
338.5111,76.5276,338.207021951932,76.5288912524476,1378.7607421875,1524.8876953125,0
338.2071,76.5289,336.626718821224,76.5303700023262,334.271606445312,1661.37951660156,0
338.3596,76.53082,338.702551484573,76.5304921930901,1707.74938964844,1493.80737304688,0
337.3806,76.53102,338.359467050565,76.5307966086968,1480.37902832031,1519.04418945312,0
338.2677,76.53222,337.38053812548,76.5310155896514,832.429077148438,1596.56896972656,0
336.2979,76.53593,338.267701248219,76.5322380451828,1420.02209472656,1529.88745117188,0
337.8154,76.53618,338.14988972732,76.5351705353925,1342.91760253906,1547.02160644531,0
336.7117,76.54131,336.297773941146,76.5359385849484,119.593536376953,1708.23706054688,0
337.7901,76.54478,337.815209048326,76.5361654694901,1121.70922851562,1575.70263671875,0
337.4807,76.5526,336.943314645205,76.5404570200718,547.082458496094,1661.19592285156,0
337.9758,76.55901,336.711655904167,76.5413267983456,394.585144042969,1684.58654785156,0
336.3687,76.55932,337.255399915826,76.5443279420858,754.535888671875,1644.94592285156,0
337.566,76.56193,337.790093892993,76.5447843619678,1108.00012207031,1602.17114257812,0
337.5458,76.56328,338.505513956919,76.5482063026771,1582.46228027344,1558.01831054688,0
338.6199,76.56377,336.82528604436,76.5521830223976,473.698120117188,1705.00939941406,0
338.5349,76.56617,337.480606612241,76.5526105151474,906.204650878906,1649.49462890625,0
337.2975,76.56862,337.975832129262,76.5589828313896,1235.49975585938,1627.96154785156,0
338.3104,76.57067,337.803113554313,76.559623292209,1121.60583496094,1643.2822265625,0
337.6812,76.57736,337.566227376562,76.5619333381811,965.992065429688,1668.90686035156,0
336.9167,76.58223,338.619899264674,76.5637781389591,1662.84289550781,1594.24108886719,0
338.5471,76.59367,338.534852194315,76.5661785044609,1607.31091308594,1607.05017089844,0
337.6455,76.59393,338.493840107459,76.5670424689936,1580.45336914062,1612.42077636719,0
336.831,76.59801,337.297375452906,76.568612221472,791.020202636719,1710.26147460938,0
336.8486,76.59968,338.310382799095,76.5706818565572,1460.31396484375,1636.03332519531,0
337.3961,76.60078,338.335184785117,76.5744052808013,1477.86157226562,1644.8046875,0
337.8764,76.60345,337.681210549042,76.5773775885942,1047.18395996094,1703.42687988281,0
337.9088,76.61141,337.731041858955,76.5801283372385,1080.9833984375,1707.24499511719,0
338.1729,76.61149,338.038003648891,76.587042595241,1285.72094726562,1702.91833496094,0
337.4256,76.61819,338.547095117822,76.5936942773281,1623.69409179688,1684.45031738281,0
337.4334,76.62296,338.608309128233,76.6095174193193,1668.81701660156,1725.1689453125,0
